iucn_sid,dbf_file,sciname,main_common_name,cat,cat_score,published_year,iucn_version
48342371,COMBTOOTHBLENNIES.dbf,Cirripectes kuwamurai,NA,LC,0,2014,2018-1
48342372,COMBTOOTHBLENNIES.dbf,Ecsenius minutus,NA,LC,0,2014,2018-1
48342373,COMBTOOTHBLENNIES.dbf,Meiacanthus vittatus,One-striped Fangblenny,LC,0,2014,2018-1
48342376,COMBTOOTHBLENNIES.dbf,Meiacanthus nigrolineatus,Blackline Fangblenny,LC,0,2014,2018-1
48342378,COMBTOOTHBLENNIES.dbf,Meiacanthus urostigma,NA,LC,0,2014,2018-1
48342379,COMBTOOTHBLENNIES.dbf,Istiblennius zebra,Zebra Blenny,LC,0,2014,2018-1
48342381,COMBTOOTHBLENNIES.dbf,Omobranchus banditus,Bandit Blenny,LC,0,2014,2018-1
48342383,COMBTOOTHBLENNIES.dbf,Entomacrodus epalzeocheilos,Fringelip Rockskipper,LC,0,2014,2018-1
48342385,COMBTOOTHBLENNIES.dbf,Ecsenius bicolor,Bicolor Blenny,LC,0,2014,2018-1
48342388,COMBTOOTHBLENNIES.dbf,Plagiotremus spilistius,NA,LC,0,2014,2018-1
48342389,COMBTOOTHBLENNIES.dbf,Entomacrodus decussatus,Wavyline Rockskipper,LC,0,2014,2018-1
48342391,COMBTOOTHBLENNIES.dbf,Petroscirtes pylei,NA,LC,0,2014,2018-1
48342392,COMBTOOTHBLENNIES.dbf,Plagiotremus goslinei,Biting Blenny,LC,0,2014,2018-1
48342394,COMBTOOTHBLENNIES.dbf,Petroscirtes lupus,Wolf Fangblenny,LC,0,2014,2018-1
48342396,COMBTOOTHBLENNIES.dbf,Ophioblennius clippertonensis,NA,VU,0.4,2015,2018-1
48342397,COMBTOOTHBLENNIES.dbf,Meiacanthus oualanensis,NA,LC,0,2014,2018-1
48342398,COMBTOOTHBLENNIES.dbf,Meiacanthus crinitus,Schooling Harptail Blenny,LC,0,2014,2018-1
48342400,COMBTOOTHBLENNIES.dbf,Praealticus poptae,Marianas Rockskipper,LC,0,2014,2018-1
48342402,COMBTOOTHBLENNIES.dbf,Cirripectes variolosus,Banded Fringe Blenny,LC,0,2014,2018-1
48342405,COMBTOOTHBLENNIES.dbf,Meiacanthus bundoon,Bundoon Blenny,LC,0,2014,2018-1
48342407,COMBTOOTHBLENNIES.dbf,Andamia reyi,Suckerlip Blenny,DD,NA,2014,2018-1
48342409,COMBTOOTHBLENNIES.dbf,Haptogenys bipunctata,NA,DD,NA,2014,2018-1
48342410,COMBTOOTHBLENNIES.dbf,Laiphognathus longispinis,NA,LC,0,2014,2018-1
48342411,COMBTOOTHBLENNIES.dbf,Rhabdoblennius nigropunctatus,NA,LC,0,2014,2018-1
48342412,COMBTOOTHBLENNIES.dbf,Plagiotremus phenax,Imposter Fangblenny,LC,0,2014,2018-1
48342414,COMBTOOTHBLENNIES.dbf,Entomacrodus textilis,Textile Blenny,LC,0,2014,2018-1
48342416,COMBTOOTHBLENNIES.dbf,Meiacanthus fraseri,NA,LC,0,2014,2018-1
48342417,COMBTOOTHBLENNIES.dbf,Meiacanthus lineatus,Lined Fangblenny,LC,0,2014,2018-1
48342419,COMBTOOTHBLENNIES.dbf,Andamia expansa,NA,DD,NA,2014,2018-1
48342420,COMBTOOTHBLENNIES.dbf,Omobranchus woodi,Kappie Blenny,LC,0,2014,2018-1
48342422,COMBTOOTHBLENNIES.dbf,Blenniella gibbifrons,Picture Rockskipper,LC,0,2014,2018-1
48342425,COMBTOOTHBLENNIES.dbf,Cirripectes springeri,Spotted Eye-lash Blenny,LC,0,2014,2018-1
48342427,COMBTOOTHBLENNIES.dbf,Atrosalarias hosokawai,NA,LC,0,2014,2018-1
48342428,COMBTOOTHBLENNIES.dbf,Cirripectes quagga,Zebra Blenny,LC,0,2014,2018-1
48342431,COMBTOOTHBLENNIES.dbf,Blenniella interrupta,Dashed-line Blenny,LC,0,2014,2018-1
48342433,COMBTOOTHBLENNIES.dbf,Enchelyurus kraussii,Krauss' Blenny,LC,0,2014,2018-1
48342435,COMBTOOTHBLENNIES.dbf,Enneapterygius qirmiz,NA,LC,0,2014,2018-1
48342436,COMBTOOTHBLENNIES.dbf,Ecsenius isos,NA,LC,0,2014,2018-1
48342437,COMBTOOTHBLENNIES.dbf,Paralticus amboinensis,Big-nose Blenny,LC,0,2014,2018-1
48342440,COMBTOOTHBLENNIES.dbf,Andamia tetradactylus,NA,DD,NA,2014,2018-1
48342441,COMBTOOTHBLENNIES.dbf,Istiblennius rivulatus,NA,LC,0,2014,2018-1
48342442,COMBTOOTHBLENNIES.dbf,Istiblennius meleagris,Peacock Rockskipper,LC,0,2014,2018-1
48342444,COMBTOOTHBLENNIES.dbf,Atrosalarias holomelas,NA,LC,0,2014,2018-1
48342445,COMBTOOTHBLENNIES.dbf,Meiacanthus smithi,Disco Blenny,LC,0,2014,2018-1
48342448,COMBTOOTHBLENNIES.dbf,Dodekablennos fraseri,NA,LC,0,2014,2018-1
48342449,COMBTOOTHBLENNIES.dbf,Ecsenius aroni,Aron's Blenny,LC,0,2014,2018-1
48342451,COMBTOOTHBLENNIES.dbf,Ecsenius yaeyamaensis,Pale-spotted Combtooth-Blenny,LC,0,2014,2018-1
48342454,COMBTOOTHBLENNIES.dbf,Dactyloscopus heraldi,NA,LC,0,2014,2018-1
48342455,COMBTOOTHBLENNIES.dbf,Parablennius postoculomaculatus,NA,LC,0,2014,2018-1
48342456,COMBTOOTHBLENNIES.dbf,Ecsenius opsifrontalis,Comical Blenny,LC,0,2014,2018-1
48342458,COMBTOOTHBLENNIES.dbf,Ecsenius nalolo,Nalolo,LC,0,2014,2018-1
48342460,COMBTOOTHBLENNIES.dbf,Meiacanthus abditus,Upside-down Harptail Blenny,LC,0,2014,2018-1
48342462,COMBTOOTHBLENNIES.dbf,Scartella emarginata,Maned Blenny,LC,0,2014,2018-1
48342464,COMBTOOTHBLENNIES.dbf,Parablennius laticlavius,Crested Blenny,LC,0,2014,2018-1
48342466,COMBTOOTHBLENNIES.dbf,Meiacanthus kamoharai,NA,LC,0,2014,2018-1
48342467,COMBTOOTHBLENNIES.dbf,Parablennius lodosus,Mud Blenny,VU,0.4,2014,2018-1
48342469,COMBTOOTHBLENNIES.dbf,Ecsenius frontalis,Smooth-fin Blenny,LC,0,2014,2018-1
48342471,COMBTOOTHBLENNIES.dbf,Rhabdoblennius snowi,Snow Blenny,LC,0,2014,2018-1
48342473,COMBTOOTHBLENNIES.dbf,Litobranchus fowleri,Fowler's Rockskipper,LC,0,2014,2018-1
48342475,COMBTOOTHBLENNIES.dbf,Praealticus labrovittatus,Crenulate-lipped Rockskipper,LC,0,2014,2018-1
48342477,COMBTOOTHBLENNIES.dbf,Plagiotremus rhinorhynchos,Bluestriped Fangblenny,LC,0,2014,2018-1
48342482,COMBTOOTHBLENNIES.dbf,Istiblennius dussumieri,Dussumier's Rockskipper,LC,0,2014,2018-1
48342485,COMBTOOTHBLENNIES.dbf,Praealticus margaritatus,NA,LC,0,2014,2018-1
48342486,COMBTOOTHBLENNIES.dbf,Cirripectes hutchinsi,NA,LC,0,2014,2018-1
48342487,COMBTOOTHBLENNIES.dbf,Antennablennius sexfasciatus,NA,DD,NA,2014,2018-1
48342488,COMBTOOTHBLENNIES.dbf,Rhabdoblennius nitidus,NA,LC,0,2014,2018-1
48342489,COMBTOOTHBLENNIES.dbf,Blenniella caudolineata,Pacific Blue-spotted Blenny,LC,0,2014,2018-1
48342492,COMBTOOTHBLENNIES.dbf,Salarias obscurus,NA,LC,0,2014,2018-1
48342493,COMBTOOTHBLENNIES.dbf,Ecsenius axelrodi,Axelrod's Combtooth-Blenny,LC,0,2014,2018-1
48342496,COMBTOOTHBLENNIES.dbf,Glyptoparus delicatulus,Delicate Blenny,LC,0,2014,2018-1
48342498,COMBTOOTHBLENNIES.dbf,Ecsenius alleni,NA,LC,0,2014,2018-1
48342499,COMBTOOTHBLENNIES.dbf,Cirripectes vanderbilti,Red-head Blenny,LC,0,2014,2018-1
48342501,COMBTOOTHBLENNIES.dbf,Ecsenius portenoyi,NA,LC,0,2014,2018-1
48342502,COMBTOOTHBLENNIES.dbf,Parablennius intermedius,Horned Blenny,LC,0,2014,2018-1
48342504,COMBTOOTHBLENNIES.dbf,Ecsenius taeniatus,NA,LC,0,2014,2018-1
48342505,COMBTOOTHBLENNIES.dbf,Nannosalarias nativitatis,Christmas Blenny,LC,0,2014,2018-1
48342508,COMBTOOTHBLENNIES.dbf,Ecsenius oculus,Coral Blenny,LC,0,2014,2018-1
48342511,COMBTOOTHBLENNIES.dbf,Entomacrodus longicirrus,NA,LC,0,2014,2018-1
48342512,COMBTOOTHBLENNIES.dbf,Ecsenius tessera,NA,LC,0,2014,2018-1
48342513,COMBTOOTHBLENNIES.dbf,Cirripectes castaneus,Chestnut Blenny,LC,0,2014,2018-1
48342516,COMBTOOTHBLENNIES.dbf,Salarias alboguttatus,White-spotted Blenny,LC,0,2014,2018-1
48342518,COMBTOOTHBLENNIES.dbf,Entomacrodus williamsi,NA,LC,0,2014,2018-1
48342519,COMBTOOTHBLENNIES.dbf,Rhabdoblennius rhabdotrachelus,Barchin Blenny,LC,0,2014,2018-1
48342521,COMBTOOTHBLENNIES.dbf,Entomacrodus caudofasciatus,Bartail Blenny,LC,0,2014,2018-1
48342523,COMBTOOTHBLENNIES.dbf,Malacoctenus sudensis,NA,LC,0,2014,2018-1
48342524,COMBTOOTHBLENNIES.dbf,Salarias luctuosus,NA,LC,0,2014,2018-1
48342525,COMBTOOTHBLENNIES.dbf,Aspidontus dussumieri,Dussumier's Blenny,LC,0,2014,2018-1
48342528,COMBTOOTHBLENNIES.dbf,Dactyloscopus elongatus,NA,LC,0,2017,2018-1
48342529,COMBTOOTHBLENNIES.dbf,Omobranchus verticalis,NA,LC,0,2014,2018-1
48342530,COMBTOOTHBLENNIES.dbf,Plagiotremus laudandus,Bicolour Fangblenny,LC,0,2014,2018-1
48342534,COMBTOOTHBLENNIES.dbf,Entomacrodus chapmani,NA,VU,0.4,2014,2018-1
48342535,COMBTOOTHBLENNIES.dbf,Ecsenius mandibularis,Queensland Blenny,LC,0,2014,2018-1
49145820,NA,Atractoscion aequidens,African Weakfish,VU,0.4,2015,2018-1
49186649,NA,Miracorvina angolensis,Angola Croaker,LC,0,2015,2018-1
49188668,NA,Pentheroscion mbizi,Blackmouth Croaker,NT,0.2,2015,2018-1
49217539,NA,Pseudotolithus elongatus,Giant Captainfish,LC,0,2015,2018-1
49217590,NA,Pseudotolithus epipercus,Guinea Croaker,LC,0,2015,2018-1
49217654,NA,Pseudotolithus moorii,Cameroon Croaker,LC,0,2015,2018-1
49217798,NA,Pseudotolithus senegalensis,Cassava Croaker,EN,0.6,2015,2018-1
49217962,NA,Pseudotolithus senegallus,Law Croaker,VU,0.4,2015,2018-1
49218074,NA,Pseudotolithus typus,Longneck Ladyfish,LC,0,2015,2018-1
49218151,NA,Pteroscion peli,Boe Drum,LC,0,2015,2018-1
49218712,NA,Umbrina steindachneri,Steindachner's Drum,DD,NA,2015,2018-1
49254470,NA,Erythrodiplax berenice,Seaside Dragonlet,LC,0,2018,2018-1
49437996,COMBTOOTHBLENNIES.dbf,Enneanectes matador,Matador Triplefin,LC,0,2015,2018-1
49438010,COMBTOOTHBLENNIES.dbf,Enneanectes wilki,Windward Triplefin,DD,NA,2014,2018-1
49438012,COMBTOOTHBLENNIES.dbf,Enneanectes deloachorum,Two-bar Triplefin,LC,0,2015,2018-1
49677201,SEABREAMS_PORGIES.dbf,Crenidens indicus,Karanteen seabream,LC,0,2014,2018-1
49911704,NA,Trisopterus capelanus,Capelin,LC,0,2014,2018-1
50011071,NA,Maasella edwardsi,NA,DD,NA,2015,2018-1
50012470,NA,Paramuricea macrospina,NA,DD,NA,2015,2018-1
50012660,NA,Spinimuricea klavereni,NA,DD,NA,2015,2018-1
50016125,NA,Crassophyllum thessalonicae,NA,EN,0.6,2015,2018-1
50020621,NA,Clavularia crassa,NA,LC,0,2015,2018-1
50020625,NA,Clavularia carpediem,NA,DD,NA,2015,2018-1
50078139,NA,Monochirus atlanticus,NA,DD,NA,2015,2018-1
50107293,NA,Bunodeopsis strumosa,NA,DD,NA,2015,2018-1
50107605,NA,Actinia cari,Anémone de Cari,DD,NA,2015,2018-1
50108167,NA,Actinia striata,NA,DD,NA,2015,2018-1
50113293,NA,Condylactis aurantiaca,Golden anemone,LC,0,2015,2018-1
50113365,NA,Cribrinopsis crassa,Fat anemone,LC,0,2015,2018-1
50148677,NA,Paranemonia cinerea,Grass crack anemone,DD,NA,2015,2018-1
50148695,NA,Paranemonia vouliagmeniensis,NA,EN,0.6,2015,2018-1
50148787,NA,Segonzactis hartogi,NA,DD,NA,2015,2018-1
50148930,NA,Phymanthus pulcher,Sea-daisy,DD,NA,2015,2018-1
50149061,CORALS_PART_1.dbf,Ceratotrochus magnaghii,NA,DD,NA,2015,2018-1
50160898,NA,Cladopsammia rolandi,NA,DD,NA,2015,2018-1
50161085,NA,Epizoanthus frenzeli,NA,DD,NA,2015,2018-1
50161089,NA,Epizoanthus mediterraneus,NA,DD,NA,2015,2018-1
50161091,NA,Epizoanthus paguricola,NA,DD,NA,2015,2018-1
50161093,NA,Epizoanthus paxii,NA,DD,NA,2015,2018-1
50161095,NA,Epizoanthus steueri,NA,DD,NA,2015,2018-1
50853886,DAMSELFISH.dbf,Chromis bermudae,Yellowfin Chromis,LC,0,2015,2018-1
50902942,NA,Uraspis helvola,Whitetongue Jack,LC,0,2015,2018-1
50902961,NA,Pentaprion longimanus,Longfin Mojarra,LC,0,2016,2018-1
50903119,NA,Mulloidichthys flavolineatus,Yellowstripe Goatfish,LC,0,2016,2018-1
50903138,NA,Upeneus sulphureus,Sulphur Goatfish,LC,0,2016,2018-1
50903183,NA,Upeneus vittatus,Yellowstriped Goatfish,LC,0,2016,2018-1
50903234,NA,Dactyloptena orientalis,Oriental Flying Gurnard,LC,0,2016,2018-1
50903260,NA,Pterois russelii,Plaintail Turkeyfish,LC,0,2016,2018-1
50903263,NA,Paramonacanthus choirocephalus,White-blotched Filefish,LC,0,2016,2018-1
53753301,NA,Chriolepis bilix,Thread-spined Goby,LC,0,2015,2018-1
54007412,NA,Upeneus oligospilus,Short-fin Goatfish,LC,0,2015,2018-1
54007474,NA,Sillago arabica,Arabian Sillago,LC,0,2015,2018-1
56084246,NA,Lycenchelys platyrhina,NA,DD,NA,2014,2018-1
56779782,NA,Chromogobius britoi,Brito's Goby,LC,0,2014,2018-1
56852190,NA,Ilisha melastoma,Indian Ilisha,LC,0,2017,2018-1
56852265,NA,Ilisha megaloptera,Bigeye Ilisha,LC,0,2017,2018-1
56852298,NA,Kyphosus bigibbus,Brown Chub,LC,0,2015,2018-1
56852351,NA,Sillago attenuata,Slender Sillago,LC,0,2015,2018-1
56852510,NA,Aesopia cornuta,Unicorn Sole,LC,0,2016,2018-1
56852595,NA,Choeroichthys brachysoma,Short-bodied Pipefish,LC,0,2015,2018-1
57453548,ophidiiformes.dbf,Aphyonus gelatinosus,Gelatinous Blindfish,LC,0,2015,2018-1
57453584,NA,Nybelinella erikssoni,NA,DD,NA,2015,2018-1
57453648,ophidiiformes.dbf,Bythites islandicus,NA,DD,NA,2014,2018-1
57453678,ophidiiformes.dbf,Barathronus multidens,NA,DD,NA,2015,2018-1
57453696,NA,Holcomycteronus squamosus,NA,LC,0,2015,2018-1
57453720,NA,Maulisia argipalla,Palegold Searsid,LC,0,2015,2018-1
57453743,NA,Bajacalifornia calcarata,Brown Slickhead,LC,0,2015,2018-1
57505507,NA,Ambassis natalensis,NA,LC,0,2017,2018-1
57505709,NA,Pachypanchax playfairii,NA,DD,NA,2016,2018-1
57506640,NA,Herklotsichthys quadrimaculatus,NA,LC,0,2017,2018-1
57508187,NA,Eleotris mauritiana,NA,LC,0,2016,2018-1
57509336,NA,Kraemeria samoensis,Samoan Sand Dart,LC,0,2016,2018-1
57509876,NA,Scatophagus tetracanthus,NA,LC,0,2017,2018-1
57693936,ophidiiformes.dbf,Bathyonus laticeps,NA,DD,NA,2015,2018-1
57714556,ophidiiformes.dbf,Barathrites iris,NA,LC,0,2015,2018-1
57825241,NA,Einara edentula,Toothless Smooth-head,LC,0,2015,2018-1
58241062,NA,Dolichopteryx longipes,Brownsnout Spookfish,LC,0,2015,2018-1
59034974,SEABREAMS_PORGIES.dbf,Evynnis cardinalis,Threadfin Porgy,EN,0.6,2014,2018-1
60469170,NA,Abyssoberyx levisquamosus,NA,DD,NA,2015,2018-1
60469175,ophidiiformes.dbf,Abyssobrotula galatheae,NA,LC,0,2015,2018-1
60469186,aulopiformes.dbf,Alepisaurus brevirostris,NA,LC,0,2015,2018-1
60469196,NA,Amblycirrhitus earnshawi,NA,EN,0.6,2015,2018-1
60469204,ophidiiformes.dbf,Apagesoma delosommatus,NA,LC,0,2015,2018-1
60469215,ophidiiformes.dbf,Aphyonus rassi,NA,DD,NA,2015,2018-1
60469220,gobiesociformes.dbf,Apletodon barbatus,NA,VU,0.4,2015,2018-1
60469224,NA,Apletodon wirtzi,NA,LC,0,2015,2018-1
60469232,stomiiformes.dbf,Aristostomias lunifer,NA,LC,0,2015,2018-1
60469237,stomiiformes.dbf,Astronesthes decoratus,NA,LC,0,2015,2018-1
60469241,stomiiformes.dbf,Astronesthes haplophos,NA,LC,0,2015,2018-1
60469244,stomiiformes.dbf,Astronesthes karsteni,NA,LC,0,2015,2018-1
60469249,NA,Barbantus elongatus,Elongated searsid,DD,NA,2015,2018-1
60469264,ophidiiformes.dbf,Bassozetus levistomatus,NA,LC,0,2015,2018-1
60469273,ophidiiformes.dbf,Bassozetus normalis,Cusk Eel,LC,0,2015,2018-1
60469298,ophidiiformes.dbf,Bassozetus oncerocephalus,NA,DD,NA,2015,2018-1
60469323,stomiiformes.dbf,Bathophilus metallicus,NA,LC,0,2015,2018-1
60469375,stomiiformes.dbf,Bathophilus schizochirus,NA,LC,0,2015,2018-1
60469441,NA,Bathycongrus bertini,NA,LC,0,2015,2018-1
60469516,NA,Bathylaco nielseni,NA,DD,NA,2015,2018-1
60469527,NA,Bathytroctes squamosus,NA,LC,0,2015,2018-1
60469546,NA,Bembrops cadenati,NA,LC,0,2015,2018-1
60469552,ophidiiformes.dbf,Cataetyx bruuni,NA,LC,0,2015,2018-1
60469615,lophiiformes.dbf,Caulophryne pelagica,NA,DD,NA,2015,2018-1
60469670,lophiiformes.dbf,Centrophryne spinulosa,Horned lantern fish,LC,0,2015,2018-1
60469697,cetomimiformes.dbf,Cetomimus compunctus,Cavernous-peduncle whalefish,DD,NA,2015,2018-1
60469712,cetomimiformes.dbf,Cetomimus hempeli,Hempels Whalefish,DD,NA,2015,2018-1
60469804,lophiiformes.dbf,Chaenophryne draco,NA,LC,0,2015,2018-1
60469816,NA,Chiasmodon braueri,NA,LC,0,2015,2018-1
60469866,gadiformes.dbf,Coryphaenoides rudis,NA,LC,0,2015,2018-1
60469980,stomiiformes.dbf,Cyclothone parapallida,Shadow Bristlemouth,LC,0,2015,2018-1
60470089,cetomimiformes.dbf,Danacetichthys galathenus,Young Whalefish,DD,NA,2015,2018-1
60470092,myctophiformes.dbf,Diaphus problematicus,Problematic Lanternfish,LC,0,2015,2018-1
60470096,myctophiformes.dbf,Diaphus vanhoeffeni,VanHoffen's lanternfish,LC,0,2015,2018-1
60470322,ophidiiformes.dbf,Dicrolene introniger,NA,LC,0,2015,2018-1
60470339,NA,Didogobius amicuscaridis,NA,VU,0.4,2015,2018-1
60470344,gobiesociformes.dbf,Diplecogaster ctenocrypta,NA,LC,0,2015,2018-1
60470358,lophiiformes.dbf,Dolopichthys jubatus,NA,DD,NA,2015,2018-1
60470361,lophiiformes.dbf,Dolopichthys pullatus,NA,DD,NA,2015,2018-1
60470373,NA,Dysalotus oligoscolus,NA,LC,0,2015,2018-1
60470376,NA,Epigonus affinis,NA,LC,0,2015,2018-1
60470379,stomiiformes.dbf,Eustomias aequatorialis,NA,LC,0,2015,2018-1
60470382,stomiiformes.dbf,Eustomias contiguus,NA,DD,NA,2015,2018-1
60470388,stomiiformes.dbf,Eustomias insularum,NA,DD,NA,2015,2018-1
60470392,stomiiformes.dbf,Eustomias intermedius,NA,LC,0,2015,2018-1
60470395,stomiiformes.dbf,Eustomias kreffti,NA,LC,0,2015,2018-1
60470399,stomiiformes.dbf,Eustomias lanceolatus,NA,LC,0,2015,2018-1
60470414,stomiiformes.dbf,Eustomias monoclonoides,NA,DD,NA,2015,2018-1
60470418,stomiiformes.dbf,Eustomias satterleei,NA,LC,0,2015,2018-1
60470422,stomiiformes.dbf,Eustomias simplex,NA,LC,0,2015,2018-1
60470425,stomiiformes.dbf,Eustomias spherulifer,NA,LC,0,2015,2018-1
60470440,stomiiformes.dbf,Eustomias tenisoni,NA,DD,NA,2015,2018-1
60470461,NA,Gadella svetovidovi,NA,DD,NA,2015,2018-1
60470467,NA,Gadomus arcuatus,Doublethread Grenadier,LC,0,2015,2018-1
60470481,NA,Gigantactis elsmani,Elsman's whipnose,LC,0,2015,2018-1
60470485,NA,Gigantactis gibbsi,NA,LC,0,2015,2018-1
60470489,NA,Gigantactis golovani,NA,LC,0,2015,2018-1
60470665,NA,Gigantactis gracilicauda,NA,DD,NA,2015,2018-1
60470674,NA,Gigantactis herwigi,NA,LC,0,2015,2018-1
60470680,NA,Gigantactis ios,NA,LC,0,2015,2018-1
60470683,NA,Gigantactis longicirra,NA,LC,0,2015,2018-1
60470687,NA,Gigantactis vanhoeffeni,NA,DD,NA,2015,2018-1
60470704,NA,Gonorynchus gonorynchus,Beaked Salmon,LC,0,2015,2018-1
60470750,NA,Grammonus longhursti,NA,LC,0,2015,2018-1
60470770,NA,Haplophryne mollis,NA,LC,0,2015,2018-1
60470792,NA,Himantolophus albinares,Footballfish,DD,NA,2015,2018-1
60470817,NA,Himantolophus brevirostris,NA,DD,NA,2015,2018-1
60470856,NA,Himantolophus macroceras,NA,DD,NA,2015,2018-1
60470876,NA,Himantolophus macroceratoides,NA,DD,NA,2015,2018-1
60470908,NA,Himantolophus multifurcatus,NA,DD,NA,2015,2018-1
60470918,NA,Himantolophus rostratus,NA,DD,NA,2015,2018-1
60470977,NA,Holcomycteronus profundissimus,NA,LC,0,2015,2018-1
60471195,NA,Hymenogadus gracilis,NA,DD,NA,2015,2018-1
60471691,NA,Ichthyococcus polli,NA,LC,0,2015,2018-1
60471792,NA,Kali kerberti,NA,LC,0,2015,2018-1
60471825,NA,Kali macrura,NA,LC,0,2015,2018-1
60471850,NA,Laemonema robustum,Robust cod,DD,NA,2015,2018-1
60471855,NA,Lampadena speculigera,Mirror Lanternfish,LC,0,2015,2018-1
60471860,NA,Lampanyctus photonotus,Dotback Lanternfish,LC,0,2015,2018-1
60471865,NA,Lampanyctus vadulus,Nacreous lanternfish,LC,0,2015,2018-1
60471877,NA,Lamprogrammus brunswigi,NA,LC,0,2015,2018-1
60471883,NA,Lamprogrammus exutus,NA,LC,0,2015,2018-1
60471901,NA,Lamprogrammus niger,NA,LC,0,2015,2018-1
60471916,NA,Lamprogrammus shcherbachevi,NA,DD,NA,2015,2018-1
60471925,NA,Lasiognathus saccostoma,NA,LC,0,2015,2018-1
60471934,NA,Leptacanthichthys gracilispinis,NA,DD,NA,2015,2018-1
60471973,NA,Leptostomias gracilis,NA,LC,0,2015,2018-1
60472006,NA,Linophryne maderensis,NA,DD,NA,2015,2018-1
60472203,NA,Linophryne polypogon,NA,DD,NA,2015,2018-1
60472409,NA,Linophryne racemifera,NA,DD,NA,2015,2018-1
60472779,NA,Linophryne sexfilis,NA,DD,NA,2015,2018-1
60473762,NA,Loweina interrupta,Barebelly Lanternfish,LC,0,2015,2018-1
60474290,NA,Loweina rara,Rare Lanternfish,LC,0,2015,2018-1
60475013,NA,Luciobrotula nolfi,NA,LC,0,2015,2018-1
60475627,NA,Macrouroides inflaticeps,NA,LC,0,2015,2018-1
60476220,NA,Maurolicus amethystinopunctatus,Argent filós,LC,0,2015,2018-1
60476941,NA,Melamphaes ebelingi,NA,DD,NA,2015,2018-1
60477122,NA,Melamphaes longivelis,Eyebrow Bigscale,DD,NA,2015,2018-1
60477337,NA,Melamphaes polylepis,Melánfido,DD,NA,2015,2018-1
60477619,NA,Melamphaes pumilus,NA,DD,NA,2015,2018-1
60477991,NA,Melamphaes suborbitalis,Ridgehead,DD,NA,2015,2018-1
60478393,NA,Melamphaes typhlops,Ridgehead,DD,NA,2015,2018-1
60478881,NA,Melanostomias melanops,NA,LC,0,2015,2018-1
60479167,NA,Melanostomias paucilaternatus,NA,LC,0,2015,2018-1
60479354,NA,Melanostomias spilorhynchus,NA,LC,0,2015,2018-1
60479648,NA,Mentodus facilis,Dark Searsid,LC,0,2015,2018-1
60480024,NA,Mentodus longirostris,Longbilled Searsid,LC,0,2015,2018-1
60480620,NA,Mentodus mesalirus,Midridged Searsid,LC,0,2015,2018-1
60480946,NA,Mentodus perforatus,Largepore Tubeshoulder,LC,0,2015,2018-1
60481184,NA,Mentodus rostratus,Beaked Searsid,LC,0,2015,2018-1
60481655,NA,Mesobius berryi,NA,LC,0,2015,2018-1
60481663,NA,Monognathus nigeli,NIgel's one-jawed eel,DD,NA,2015,2018-1
60481692,NA,Nannobrachium wisneri,Wisner's Lanternfish,LC,0,2015,2018-1
60481712,NA,Nansenia longicauda,NA,DD,NA,2015,2018-1
60481729,NA,Nansenia megalopa,NA,DD,NA,2015,2018-1
60481876,NA,Nansenia pelagica,NA,DD,NA,2015,2018-1
60481885,NA,Narcetes erimelas,NA,LC,0,2015,2018-1
60481914,NA,Neoceratias spinifer,NA,LC,0,2015,2018-1
60482037,NA,Odontomacrurus murrayi,Roundhead Grenadier,LC,0,2015,2018-1
60482063,NA,Oneirodes clarkei,NA,DD,NA,2015,2018-1
60482102,NA,Oneirodes macrosteus,NA,LC,0,2015,2018-1
60482105,NA,Oneirodes myrionemus,NA,DD,NA,2015,2018-1
60482178,NA,Ophichthus pullus,NA,LC,0,2015,2018-1
60482248,NA,Parabrotula plagiophthalma,NA,LC,0,2015,2018-1
60482259,NA,Paracaristius nudarcus,NA,DD,NA,2015,2018-1
60482312,NA,Penopus microphthalmus,NA,LC,0,2015,2018-1
60482374,NA,Pentherichthys atratus,NA,LC,0,2015,2018-1
60482467,NA,Photonectes caerulescens,NA,LC,0,2015,2018-1
60482532,NA,Photostomias atrox,NA,LC,0,2015,2018-1
60482553,NA,Phyllorhinichthys balushkini,NA,LC,0,2015,2018-1
60482562,NA,Phyllorhinichthys micractis,NA,LC,0,2015,2018-1
60482607,NA,Physiculus karrerae,NA,DD,NA,2015,2018-1
60482611,NA,Physiculus maslowskii,NA,DD,NA,2015,2018-1
60482676,NA,Platyberyx andriashevi,NA,DD,NA,2015,2018-1
60482710,NA,Platyberyx mauli,NA,DD,NA,2015,2018-1
60482715,NA,Porogadus abyssalis,NA,DD,NA,2015,2018-1
60482748,NA,Porogadus miles,Slender Cuskeel,LC,0,2015,2018-1
60482776,NA,Porogadus nudus,NA,DD,NA,2015,2018-1
60482786,NA,Porogadus subarmatus,NA,DD,NA,2015,2018-1
60482810,NA,Poromitra capito,Ridgehead,DD,NA,2015,2018-1
60482859,NA,Poromitra megalops,Ridgehead,DD,NA,2015,2018-1
60482909,NA,Priolepis ascensionis,NA,EN,0.6,2015,2018-1
60483083,NA,Pseudoscopelus altipinnis,NA,LC,0,2015,2018-1
60483092,NA,Pseudoscopelus scutatus,NA,LC,0,2015,2018-1
60483137,NA,Regalecus russelii,NA,LC,0,2015,2018-1
60483177,NA,Rhynchactis macrothrix,NA,DD,NA,2015,2018-1
60483211,NA,Rhynchohyalus natalensis,Glasshead Barreleye,LC,0,2015,2018-1
